trade_amt_bin,count,avg_next_high_pct,avg_next_open_pct
-100,1105,2.111937070132763,0.15722281373941052
-50,4507,1.8685263816334405,0.13223098940678027
0,2703,1.814465887641647,0.14366613743618117
50,1207,1.919013993960161,0.1747297132059093
100,615,2.125427740357558,0.2637584796008384
150,358,2.179877484344885,0.27915871199698483
200,234,2.3492779207915686,0.2747909852669884
250,153,2.5703585044530963,0.3616210719972488
300,113,2.564019307985708,0.21275963815479523
350,88,3.635066240751117,0.5234033777647421
400,51,3.6408840872237977,0.4496752067362701
450,48,4.453470971096952,0.028732831974540154
500,41,3.7042638548290308,1.1492263371090368
550,28,2.9225957743930846,0.2084042837524405
600,28,3.5457296007155645,-0.07111750420047964
650,21,3.591749243094163,0.4121996358189065
700,17,3.3132538753910175,0.46022897363499815
750,22,5.71418323873955,0.8432926877674681
800,16,4.2860011320759615,0.5341805380345552
850,13,1.2259072253732763,-0.5840101280973229
900,10,2.8820618572305023,-0.0033376849585665448
950,9,6.07650174168738,0.4057562722979692
1000,9,3.0523944602519624,0.09952029450763737
1050,9,2.9467582817944775,-0.9245215649843195
1100,8,2.4724922035670165,0.44716452012444596
1150,5,7.094231110779971,-0.3514419986733578
1200,9,7.424030556119082,2.4520387524685736
1250,5,1.1817666055369245,-1.2343104859410559
1300,5,0.9444596870782901,-0.43856511537226217
1350,3,3.722913711020695,0.9425419620031524
1400,7,7.657070718531104,1.0341901849998607
1450,3,0.8382313951312339,-1.193536972951058
1500,3,2.2457309696140992,0.7214958616736462
1550,4,11.84469625920874,1.6977938356928286
1600,4,8.624058651963507,1.1989996566615062
1650,1,5.176553446233633,2.711527995646189
1700,2,8.18044389472961,0.7627293341579056
1750,1,6.068464730290456,-1.4522821576763485
1800,2,7.123458657286042,0.41118421052631576
1850,3,8.318152372525226,0.4161869491120814
1900,2,1.0186247244916473,-0.7922310252972444
1950,1,1.544943820224719,-1.2640449438202246
2000,2,4.744504084513066,-1.4317180616740088
2050,4,1.5877594460893205,-3.3456506232419336
2150,2,1.3741670714480534,-0.8912127247147792
2200,2,5.207233626588465,0.5432202206395755
2250,2,0.7016945297395656,-0.0355802505239558
2300,2,9.582965674659528,3.3795131181284805
2350,1,5.320394846913167,1.3300987117282919
2400,3,6.748364000900618,1.751642249918633
2500,1,1.7482517482517483,0.6993006993006993
2600,1,1.7241379310344827,-0.5172413793103449
2850,1,7.060185185185184,-3.4722222222222223
3250,1,4.172099087353325,1.8252933507170794
3500,1,5.957446808510639,2.127659574468085
3550,2,14.363714025715153,2.0366598778004072
3650,1,-1.7509727626459144,-3.11284046692607
3700,1,0.6787330316742082,-1.3574660633484164
3750,1,2.9661016949152543,1.694915254237288
4050,1,1.1337868480725624,0.0
4300,1,2.941176470588235,-6.25
4350,1,2.6556776556776556,0.641025641025641
4500,1,0.5263157894736842,-3.1578947368421053
4600,1,-4.1891891891891895,-5.405405405405405
4850,1,6.041131105398458,0.12853470437017994
5200,1,-1.206896551724138,-1.896551724137931
5250,1,10.511363636363637,2.272727272727273
5850,1,13.815789473684212,3.9473684210526314
6150,1,-0.15220700152207,-1.82648401826484
6300,1,8.662420382165605,6.496815286624204
9150,1,3.4118399466117957,-3.5425298223173822
10500,1,3.490136570561457,3.0349013657056148
11300,1,9.034118212397885,6.276362859736238
18200,1,16.612903225806452,9.838709677419356
